,Square/Suffix/,Premise Address,Owner Name,Neighborhood,Sub-Neighborhood,Use Code,Sale Price,Recordation Date,2020 Total Assessment,new_adress,location,point,latitude,longitude,altitude
88,5809 0097,2323 POMEROY RD SE,DARNELL D EATON,BARRY FARMS,,11.0,325000.0,2017-12-15 00:00:00,305980,"2323 POMEROY RD SE, DC, United States","2323, Pomeroy Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8576056, -76.98513501035981, 0.0)",38.8576056,-76.98513501035981,0.0
89,5809 0099,2327 POMEROY RD SE,GWENDOLYN A DIGGS,BARRY FARMS,,13.0,0.0,2017-06-16 00:00:00,195460,"2327 POMEROY RD SE, DC, United States","2327, Pomeroy Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8575155, -76.98525533950811, 0.0)",38.8575155,-76.98525533950811,0.0
90,5809 0100,2329 POMEROY RD SE,HELENA M MATTISON,BARRY FARMS,,13.0,0.0,,195580,"2329 POMEROY RD SE, DC, United States","2329, Pomeroy Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.857483450000004, -76.98529390044467, 0.0)",38.857483450000004,-76.98529390044467,0.0
91,5809 0101,1518 HOWARD RD SE,BASIL L THOMAS,BARRY FARMS,,11.0,65000.0,2002-01-31 00:00:00,197380,"1518 HOWARD RD SE, DC, United States","1518, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85773865, -76.9859661057673, 0.0)",38.85773865,-76.9859661057673,0.0
92,5809 0102,1516 HOWARD RD SE,CLIFTON JONES,BARRY FARMS,,11.0,230000.0,2015-10-13 00:00:00,254730,"1516 HOWARD RD SE, DC, United States","1516, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8577677, -76.98600972809353, 0.0)",38.8577677,-76.98600972809353,0.0
93,5809 0103,1514 HOWARD RD SE,71 FLORIDA AVE # 37 LLC,BARRY FARMS,,11.0,191000.0,2019-10-09 00:00:00,197010,"1514 HOWARD RD SE, DC, United States","1514, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.857794, -76.98605322016928, 0.0)",38.857794,-76.98605322016928,0.0
94,5809 0104,1512 HOWARD RD SE,LENDIA JOHNSON,BARRY FARMS,,11.0,0.0,,189220,"1512 HOWARD RD SE, DC, United States","1512, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85782395, -76.9860940938405, 0.0)",38.85782395,-76.9860940938405,0.0
95,5809 0105,1510 HOWARD RD SE,LAURA ORWE,BARRY FARMS,,11.0,375000.0,2019-11-20 00:00:00,307300,"1510 HOWARD RD SE, DC, United States","1510, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.857857499999994, -76.98613196446897, 0.0)",38.857857499999994,-76.98613196446897,0.0
96,5809 0106,1508 HOWARD RD SE,EARL C NEAMO JR,BARRY FARMS,,11.0,189000.0,2015-01-30 00:00:00,233750,"1508 HOWARD RD SE, DC, United States","1508, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.857878850000006, -76.98617972911522, 0.0)",38.857878850000006,-76.98617972911522,0.0
97,5809 0107,1506 HOWARD RD SE,JAMES E STRICKLAND,BARRY FARMS,,11.0,150000.0,2007-05-24 00:00:00,225890,"1506 HOWARD RD SE, DC, United States","1506, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85791985, -76.98621351058382, 0.0)",38.85791985,-76.98621351058382,0.0
98,5809 0108,1504 HOWARD RD SE,MARIE T JACKSON,BARRY FARMS,,11.0,0.0,2004-10-29 00:00:00,188550,"1504 HOWARD RD SE, DC, United States","1504, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8579385, -76.98626833302697, 0.0)",38.8579385,-76.98626833302697,0.0
99,5809 0109,1502 HOWARD RD SE,TIMOTHY J POWELL,BARRY FARMS,,11.0,239900.0,2016-07-15 00:00:00,263740,"1502 HOWARD RD SE, DC, United States","1502, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.857969100000005, -76.9863095765075, 0.0)",38.857969100000005,-76.9863095765075,0.0
100,5809 0110,1500 HOWARD RD SE,JACK SPICER PROPERTIES LLC,BARRY FARMS,,11.0,210000.0,2019-10-02 00:00:00,200550,"1500 HOWARD RD SE, DC, United States","1500, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85800985, -76.98633824107966, 0.0)",38.85800985,-76.98633824107966,0.0
101,5809 0111,2350 HUNTER PL SE,2009 SAVANNAH PLACE LLC,BARRY FARMS,,11.0,200000.0,2020-04-01 00:00:00,214160,"2350 HUNTER PL SE, DC, United States","2350, Hunter Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8581169, -76.98618194723619, 0.0)",38.8581169,-76.98618194723619,0.0
102,5809 0112,2348 HUNTER PL SE,JOHN A JOHNSON,BARRY FARMS,,11.0,140000.0,2004-10-08 00:00:00,220030,"2348 HUNTER PL SE, DC, United States","2348, Hunter Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8581505, -76.98614391907394, 0.0)",38.8581505,-76.98614391907394,0.0
103,5809 0113,2346 HUNTER PL SE,RUCKER CHARLENE A,BARRY FARMS,,11.0,0.0,1997-04-30 00:00:00,187430,"2346 HUNTER PL SE, DC, United States","2346, Hunter Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85817045, -76.98609248025974, 0.0)",38.85817045,-76.98609248025974,0.0
104,5809 0114,2344 HUNTER PL SE,HADI MEHRSEFAT,BARRY FARMS,,11.0,235000.0,2019-10-04 00:00:00,192740,"2344 HUNTER PL SE, DC, United States","2344, Hunter Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.858218, -76.98607304772727, 0.0)",38.858218,-76.98607304772727,0.0
105,5809 0115,2342 HUNTER PL SE,VICTOR M ROBINSON SR,BARRY FARMS,,11.0,0.0,2006-11-08 00:00:00,186340,"2342 HUNTER PL SE, DC, United States","2342, Hunter Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8582481, -76.98602968174194, 0.0)",38.8582481,-76.98602968174194,0.0
106,5809 0116,2340 HUNTER PL SE,VICTOR D TURNER JR,BARRY FARMS,,11.0,0.0,2019-01-25 00:00:00,188700,"2340 HUNTER PL SE, DC, United States","2340, Hunter Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.858280199999996, -76.98599428820683, 0.0)",38.858280199999996,-76.98599428820683,0.0
107,5809 0117,2321 15TH PL SE,JULIANNA FERRELL,BARRY FARMS,,11.0,365999.0,2019-08-07 00:00:00,328600,"2321 15TH PL SE, DC, United States","2321, 15th Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8580862, -76.98576429889503, 0.0)",38.8580862,-76.98576429889503,0.0
108,5809 0118,2323 15TH PL SE,FREDIE J WILLIAMS,BARRY FARMS,,11.0,0.0,,190760,"2323 15TH PL SE, DC, United States","2323, 15th Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.858051950000004, -76.98579899568091, 0.0)",38.858051950000004,-76.98579899568091,0.0
109,5809 0119,2325 15TH PL SE,KENDRA DEAN,BARRY FARMS,,11.0,240000.0,2008-05-01 00:00:00,224150,"2325 15TH PL SE, DC, United States","2325, 15th Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.858019850000005, -76.98583766058825, 0.0)",38.858019850000005,-76.98583766058825,0.0
110,5809 0120,2327 15TH PL SE,TLC PROPERTY HOLDING LLC,BARRY FARMS,,11.0,55000.0,2012-11-20 00:00:00,237530,"2327 15TH PL SE, DC, United States","2327, 15th Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8579773, -76.98585924229839, 0.0)",38.8579773,-76.98585924229839,0.0
111,5809 0121,2329 15TH PL SE,NYOUNTI R TUAN,BARRY FARMS,,11.0,229000.0,2009-04-21 00:00:00,246030,"2329 15TH PL SE, DC, United States","2329, 15th Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.857936249999995, -76.9858864772549, 0.0)",38.857936249999995,-76.9858864772549,0.0
112,5809 0122,1464 HOWARD RD SE,JEANICE B STEWART,BARRY FARMS,,11.0,102000.0,2012-07-30 00:00:00,403910,"1464 HOWARD RD SE, DC, United States","1464, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8581765, -76.98660893875461, 0.0)",38.8581765,-76.98660893875461,0.0
113,5809 0123,1462 HOWARD RD SE,ANTHONY GUYTHER,BARRY FARMS,,11.0,247400.0,2006-05-02 00:00:00,289350,"1462 HOWARD RD SE, DC, United States","1462, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85819325, -76.98666310656446, 0.0)",38.85819325,-76.98666310656446,0.0
114,5809 0124,1460 HOWARD RD SE,TRACEY DICKENS,BARRY FARMS,,11.0,245000.0,2006-09-14 00:00:00,261770,"1460 HOWARD RD SE, DC, United States","1460, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85821595, -76.98671278085374, 0.0)",38.85821595,-76.98671278085374,0.0
115,5809 0125,1458 HOWARD RD SE,ALICIA DICKERSON,BARRY FARMS,,11.0,172000.0,2014-01-06 00:00:00,232380,"1458 HOWARD RD SE, DC, United States","1458, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8582454, -76.9867528810872, 0.0)",38.8582454,-76.9867528810872,0.0
116,5809 0126,1456 HOWARD RD SE,JOSHUA D MITCHELL,BARRY FARMS,,11.0,203000.0,2017-05-16 00:00:00,258870,"1456 HOWARD RD SE, DC, United States","1456, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8582818, -76.98678829858574, 0.0)",38.8582818,-76.98678829858574,0.0
117,5809 0127,1454 HOWARD RD SE,J FREEMAN,BARRY FARMS,,11.0,0.0,,187430,"1454 HOWARD RD SE, DC, United States","1454, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.858309500000004, -76.98683236301612, 0.0)",38.858309500000004,-76.98683236301612,0.0
118,5809 0128,1452 HOWARD RD SE,PERSHARNER CHAPPELL,BARRY FARMS,,11.0,0.0,2019-11-13 00:00:00,190560,"1452 HOWARD RD SE, DC, United States","1452, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8583255, -76.98688968949087, 0.0)",38.8583255,-76.98688968949087,0.0
119,5809 0129,1450 HOWARD RD SE,HANNAH M HAWKINS,BARRY FARMS,,11.0,0.0,,190680,"1450 HOWARD RD SE, DC, United States","1450, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85836075, -76.98692768358805, 0.0)",38.85836075,-76.98692768358805,0.0
120,5809 0130,1448 HOWARD RD SE,DEXTER C MCKOONEY,BARRY FARMS,,11.0,100900.0,2001-10-30 00:00:00,202430,"1448 HOWARD RD SE, DC, United States","1448, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.858395599999994, -76.98695990651967, 0.0)",38.858395599999994,-76.98695990651967,0.0
121,5809 0131,1446 HOWARD RD SE,VICTORIA TRESKI,BARRY FARMS,,11.0,325000.0,2016-11-22 00:00:00,343020,"1446 HOWARD RD SE, DC, United States","1446, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85841415, -76.98701363928447, 0.0)",38.85841415,-76.98701363928447,0.0
122,5809 0132,1444 HOWARD RD SE,WAYNE A CLARKE,BARRY FARMS,,11.0,0.0,2001-01-26 00:00:00,187580,"1444 HOWARD RD SE, DC, United States","1444, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8584494, -76.9870501161756, 0.0)",38.8584494,-76.9870501161756,0.0
123,5809 0133,1442 HOWARD RD SE,LINDA A MOSLEY,BARRY FARMS,,11.0,0.0,,190020,"1442 HOWARD RD SE, DC, United States","1442, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8584755, -76.98709294160726, 0.0)",38.8584755,-76.98709294160726,0.0
124,5809 0134,1440 HOWARD RD SE,STEWART A CAMERA,BARRY FARMS,,11.0,120000.0,2004-08-24 00:00:00,206160,"1440 HOWARD RD SE, DC, United States","1440, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.858502900000005, -76.98713710112347, 0.0)",38.858502900000005,-76.98713710112347,0.0
125,5809 0135,1438 HOWARD RD SE,MARGARET W ANDERSON TRUSTEE,BARRY FARMS,,11.0,0.0,2011-06-24 00:00:00,193790,"1438 HOWARD RD SE, DC, United States","1438, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85852735, -76.9871870909235, 0.0)",38.85852735,-76.9871870909235,0.0
126,5809 0136,1436 HOWARD RD SE,KAYODE T AKINSINDE,BARRY FARMS,,11.0,0.0,2015-08-10 00:00:00,255420,"1436 HOWARD RD SE, DC, United States","1436, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8585409, -76.98724423342803, 0.0)",38.8585409,-76.98724423342803,0.0
127,5809 0137,2332 14TH PL SE,DOUGLAS GAVIN,BARRY FARMS,,11.0,195000.0,2010-05-06 00:00:00,259190,"2332 14TH PL SE, DC, United States","2332, 14th Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8586519, -76.9870286450901, 0.0)",38.8586519,-76.9870286450901,0.0
128,5809 0138,2330 14TH PL SE,VIVIAN TAYLOR,BARRY FARMS,,11.0,0.0,,201540,"2330 14TH PL SE, DC, United States","2330, 14th Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.858686649999996, -76.98699367602785, 0.0)",38.858686649999996,-76.98699367602785,0.0
129,5809 0139,2328 14TH PL SE,MAKESE S MOTLEY,BARRY FARMS,,11.0,359900.0,2020-02-05 00:00:00,200840,"2328 14TH PL SE, DC, United States","2328, 14th Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85871445, -76.98694963712742, 0.0)",38.85871445,-76.98694963712742,0.0
130,5809 0140,2326 14TH PL SE,MARGARET L LYONS,BARRY FARMS,,11.0,0.0,1998-06-17 00:00:00,199120,"2326 14TH PL SE, DC, United States","2326, 14th Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85872995, -76.98688660827075, 0.0)",38.85872995,-76.98688660827075,0.0
131,5809 0141,2324 14TH PL SE,SHARON J CRAWFORD,BARRY FARMS,,11.0,0.0,,194610,"2324 14TH PL SE, DC, United States","2324, 14th Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8587638, -76.98685054224362, 0.0)",38.8587638,-76.98685054224362,0.0
132,5809 0142,2322 14TH PL SE,VN VENTURES LLC,BARRY FARMS,,11.0,54500.0,2011-02-09 00:00:00,234970,"2322 14TH PL SE, DC, United States","2322, 14th Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8587984, -76.98681584525443, 0.0)",38.8587984,-76.98681584525443,0.0
133,5809 0143,2320 14TH PL SE,GABRIEL J CONTRERAS,BARRY FARMS,,11.0,276000.0,2018-05-17 00:00:00,238720,"2320 14TH PL SE, DC, United States","2320, 14th Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8588457, -76.98679977448276, 0.0)",38.8588457,-76.98679977448276,0.0
134,5809 0144,2341 HUNTER PL SE,GEORGE T WORTHAM,BARRY FARMS,,11.0,0.0,2005-12-29 00:00:00,204770,"2341 HUNTER PL SE, DC, United States","2341, Hunter Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85847135, -76.98628352605157, 0.0)",38.85847135,-76.98628352605157,0.0
135,5809 0145,2343 HUNTER PL SE,LANCE B THOMAS,BARRY FARMS,,11.0,125000.0,2003-06-30 00:00:00,195650,"2343 HUNTER PL SE, DC, United States","2343, Hunter Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85844165, -76.98632595800001, 0.0)",38.85844165,-76.98632595800001,0.0
136,5809 0146,2345 HUNTER PL SE,DANIEL HYATT,BARRY FARMS,,11.0,143000.0,2008-01-10 00:00:00,199850,"2345 HUNTER PL SE, DC, United States","2345, Hunter Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8584135, -76.98637046722223, 0.0)",38.8584135,-76.98637046722223,0.0
137,5809 0147,2347 HUNTER PL SE,S R SMITH II,BARRY FARMS,,11.0,0.0,,213600,"2347 HUNTER PL SE, DC, United States","2347, Hunter Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8583876, -76.9864188110148, 0.0)",38.8583876,-76.9864188110148,0.0
138,5809 0148,2349 HUNTER PL SE,AUDREY M ESHUN,BARRY FARMS,,11.0,206000.0,2013-08-08 00:00:00,285820,"2349 HUNTER PL SE, DC, United States","2349, Hunter Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.858347050000006, -76.98644275946285, 0.0)",38.858347050000006,-76.98644275946285,0.0
139,5809 0149,2351 HUNTER PL SE,LEITH A ALAMASHAL,BARRY FARMS,,11.0,255000.0,2019-01-15 00:00:00,209490,"2351 HUNTER PL SE, DC, United States","2351, Hunter Place Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8583227, -76.98649038234323, 0.0)",38.8583227,-76.98649038234323,0.0
140,5809 0150,1434 HOWARD RD SE,CAPITAL FINANCIAL SERVICES MANAGEMENT ANTONIO HARRISON JR,BARRY FARMS,,91.0,0.0,2019-05-28 00:00:00,40920,"1434 HOWARD RD SE, DC, United States","1434, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.858649, -76.987531, 0.0)",38.858649,-76.987531,0.0
141,5809 0151,1432 HOWARD RD SE,GARY C BROWN,BARRY FARMS,,11.0,160000.0,2013-11-12 00:00:00,214620,"1432 HOWARD RD SE, DC, United States","1432, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8587341, -76.98750723386632, 0.0)",38.8587341,-76.98750723386632,0.0
142,5809 0152,1430 HOWARD RD SE,MARJORIE V WILLIAMS,BARRY FARMS,,11.0,0.0,2009-06-05 00:00:00,185980,"1430 HOWARD RD SE, DC, United States","1430, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85876295, -76.98755188177425, 0.0)",38.85876295,-76.98755188177425,0.0
143,5809 0153,1428 HOWARD RD SE,KENNETH R SELDON JR,BARRY FARMS,,11.0,338000.0,2020-01-03 00:00:00,187490,"1428 HOWARD RD SE, DC, United States","1428, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85879345, -76.98759183605904, 0.0)",38.85879345,-76.98759183605904,0.0
144,5809 0154,1426 HOWARD RD SE,STEPHEN J LABAS,BARRY FARMS,,11.0,76000.0,2003-01-07 00:00:00,185980,"1426 HOWARD RD SE, DC, United States","1426, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85882225, -76.98763601105, 0.0)",38.85882225,-76.98763601105,0.0
145,5809 0155,1424 HOWARD RD SE,SHEBA J COUSINS,BARRY FARMS,,11.0,0.0,2017-03-23 00:00:00,230620,"1424 HOWARD RD SE, DC, United States","1424, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85884955, -76.98767911067097, 0.0)",38.85884955,-76.98767911067097,0.0
146,5809 0156,1422 HOWARD RD SE,PATRICIA A CHARLTON,BARRY FARMS,,11.0,0.0,2009-09-25 00:00:00,188940,"1422 HOWARD RD SE, DC, United States","1422, Howard Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.85886965, -76.9877268345468, 0.0)",38.85886965,-76.9877268345468,0.0
